conversation,panic_meter
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",73.4
"Power cut in whole area due to cyclone, scary night 😰",76.6
"Can't believe the size of these waves, never seen like this before",31.2
"Quite chilly, still playing inside 😂",77.0
"Can't believe the size of these waves, never seen like this before",49.2
"Can't believe the size of these waves, never seen like this before",70.2
"High waves hitting the shore, fishermen in danger 🚤🌊",72.3
"Heavy rain again, classic Mumbai monsoon 😂",25.6
"Can't believe the size of these waves, never seen like this before",47.8
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",19.2
Rainy vibes with chai ☕ but roads full of water 🤦,15.2
"Water entered ground floor, electricity gone, please send help urgently!!",90.6
"Storm surge is breaking the wall, sea water entering colony in Chennai",73.5
"Power cut in whole area due to cyclone, scary night 😰",68.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,41.9
"Cyclone holiday declared, no college today yay 😅",17.2
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",64.5
"High waves hitting the shore, fishermen in danger 🚤🌊",66.0
"Beach closed due to high tide, lifeguards warning tourists ⚠️",73.3
"Just another day, stuck in traffic because of rain 😒",80.4
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",83.8
"No food, no drinking water since yesterday, stranded in Thiruvananthapuram flood",98.2
"Seashore flooding slowly, people moving inland",70.7
"Kids crying, we are on rooftop since last night, water rising fast 🚨",92.4
"Basement completely filled with water, car Doob gayi 😭 #Floods",95.6
"Just another day, stuck in traffic due to rain 😒",80.5
"No food, no drinking water since yesterday, stranded in Cuttack flood",99.0
"High waves hitting the shore, fishermen in danger 🚤🌊",68.0
"Flood in Kolkata, please @NDRF come fast 🙏",47.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.4
"Keep cool, keep sitting updated 🤦",59.6
"Flood in Visakhapatnam, please @NDRF come fast 🙏",76.3
"Power cut in whole area due to cyclone, scary night 😰",74.8
"Basement completely filled with water, car Doob gayi 😭 #Floods",98.5
"Can’t go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",99.1
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",15.5
"No food, no drinking water since yesterday, stranded in Mumbai flood",85.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.2
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",66.4
"Cold wind shaking the walls, flu once again hit hard 😂",78.1
Lol people swimming on road again 🌧️,17.3
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",55.2
"Just another day, stuck in traffic due to rain 😒",95.4
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",91.7
"No food, no drinking water since yesterday, stranded in Visakhapatnam flood",83.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",59.1
"Heavy rain again, classic Mumbai monsoon 😂",16.4
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",93.8
Rainy vibes with chai ☕ but roads full of water 🤦,18.7
"Water entered ground floor, electricity gone, please send help urgently!!",94.0
"Mumbai rains again lol, bases thakgi laadddo 😂",12.8
"Power cut in whole area due to cyclone, scary night 😰",67.3
"Storm surge is breaking the wall, sea water entering colony in Cuttack",69.5
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",94.0
"Heavy rain again, classic Mumbai monsoon 😂",15.7
"Water entered ground floor, electricity gone, please send help urgently!!",96.8
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,28.2
"Cyclone destroyed roof of my house, kids shivering 😢",92.1
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",64.4
"Just another day, stuck in traffic due to rain 😒",86.6
"Basement completely filled with water, car doob gayi 😭 #Floods",84.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",71.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",21.2
"@IndianNavy please rescue us, stuck in Puri since cyclone hit!",91.6
"No food, no drinking water since yesterday, stranded in Kolkata flood",84.4
"High waves hitting the shore, fishermen in danger 🚤🌊",68.0
"Seashore flooding slowly, people moving inland",30.0
"Storm surge is breaking the wall, sea water entering colony in Chennai",66.5
"Power cut in whole area due to cyclone, scary night 😰",54.9
"Beach closed due to high tide, lifeguards warning tourists ⚠️",71.7
"Water entered ground floor, electricity gone, please send help urgently!!",85.4
"Can't believe the size of these waves, never seen like this before",46.4
Rainy vibes with chai ☕ but roads full of water 🤦,20.6
"Kids crying, we are on rooftop since last night, water rising fast 🚨",99.6
"Beach closed due to high tide, lifeguards warning tourists ⚠️",67.3
"Just another day, stuck in traffic due to rain 😒",81.6
"My house is completely flooded, water till knee level 😭 #FloodAlert",65.7
"Basement completely filled with water, car doob gayi 😭 #Floods",86.5
"Kids crying, we are on rooftop since last night, water rising fast 🚨",97.3
"My house is completely flooded, water till knee level 😭 #FloodAlert",55.2
"My house is completely flooded, water till kick 😭 #FloodAlert",56.4
"Just another day, stuck in traffic due to rain 😒",83.4
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",66.6
Kadal la periya alaivar (big waves at sea) 🌊 stay safe #TamilNadu,25.5
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",56.4
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe #TamilNadu,44.3
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since cyclone hit!",80.4
"Heavy rain again, classic Mumbai monsoon 😂",22.2
"Base injuries from bullets, no shelter yet, stranded in Kolkata flood",73.0
"Water entered ground floor, electricity gone, pleasesendhelp immediately!!!",97.8
"Storm surge is breaking the wall, sea water entering colony in Kolkata",67.4
"Flood in Thiruvananthapuram, please @NDRF come fast 🙏",68.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",68.9
"Cyclone holiday declared, no college today yay 😅",21.3
"My house is completely flooded, water till knee level 😭 #FloodAlert",45.5
"No food, no drinking water since yesterday, stranded in Cuttack flood",98.2
"Storm surge is breaking the wall, sea water entering colony in Chennai",75.4
"Basement completelyfilled with water, car doob gayi 😭 #Floods",83.3
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",75.8
"Storm surge is breaking the wall, sea water entering colony in Cuttack",57.0
"Cyclone holiday declared, no college today yay 😅",9.9
"Heavy rain again, classic Mumbai monsoon 😂",15.8
"Power cut in whole area due to cyclone, scary night 😰",64.7
"Storm surge is breaking the wall, sea water entering colony in Cuttack",60.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",75.7
"@IndianNavy please rescue us, stuck in Thiruvananthapuram since Cyclone hit!",91.6
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",63.1
"Flood in Chennai, please @NDRF come fast 🙏",65.3
"Kids crying, we are on rooftop since last night, water rising fast 🚨",90.7
"High waves hitting the shore, fishermen in danger 🚤🌊",71.6
"Can't believe the size of these wave, never seen like this before",57.1
"Beach closed due to high tide, lifeguards warning tourists ⚠️",62.7
"Water entered ground floor, electricity gone, please send help urgently!!",94.5
"Just another day, stuck in traffic due to rain 😒",80.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",51.8
"No food, no drinking water since yesterday, stranded in Kolkata flood",81.2
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",3.3
"Basement completely filled with water, car doob gayi 😭 #Floods",81.9
"Seashore flooding slowly, people moving inland",22.1
"Basement completely filled with water, car doob gayi 😭 #Floods",96.2
"Power cut in whole area due to cyclone, scary night 😰",70.9
"Just another day, stuck in traffic due to rain 😒",88.6
"High waves hitting the shore, fishermen in danger 🚤🌊",60.5
"Beach closed due to high tide, lifeguards warning tourists ⚠️",64.0
"Water entered ground floor, electricity gone, please send help urgently!!",88.8
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",38.2
"In Cuttack, holidays declared due to cyclone, people going home early 😅",25.9
"Can't go outside, roads blocked due to heavy rain in Puri. Anyone else stuck?",83.0
"Can't go outside, roads blocked due to heavy rain in Visakhapatnam. Anyone else stuck?",95.1
"Hirty-five people killed, others stranded, Thiruvananthapuram flood",56.6
"Flood in Kolkata, please @NDRF come fast 🙏",76.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",72.8
"Power cut in whole area due to cyclone, scary night 😰",49.7
"Seashore flooding slowly, people moving inland",50.9
"No food, no drinking water since yesterday, stranded in Mumbai flood",97.1
"Water entered ground floor, electricity gone, please send help urgently!!",83.7
"Beach closed due to high tide, lifeguards warning tourists ⚠️",58.4
"Can't believe the size of these waves, never seen like this before",57.9
"Water entered ground floor, electricity gone, please send help urgt!",80.6
"Water entered ground floor, electricity gone, please send help urgently!!",84.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",56.4
"Seashore flooding slowly, people moving inland",60.0
"Beach closed due to high tide, lifeguards warning tourists ⚠️",55.6
"Water entered ground floor, electricity gone, please send help urgently!!",92.3
"Basement completely filled with water, car doob gayi 😭 #Floods",81.7
"Power cut in whole area due to cyclone, scary night 😰",76.6
Rainy vibes with chai ☕ but roads full of water 🤦,32.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",71.8
"My house is completely flooured, water till knee level 😭 #FloodAlert",53.5
"Cyclone destroyed roof of my house, kids shivering 😢",93.1
"Kids crying, we are on rooftop since last night, water rising fast 🚨",97.4
"Can't go outside, roads blocked due to heavy rain in Cuttack. Anyone else stuck?",96.5
"Heavy rain again, classic Mumbai monsoon 😂",15.5
"Bhai kal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",64.6
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",4.1
"Storm surge is breaking the wall, sea water entering colony in Visakhapatnam",74.8
"Beach closed due to high tide, lifeguards warning tourists ⚠️",58.1
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.2
"Seashore flooding slowly, people moving inland",51.2
"Water entered ground floor, electricity gone, please send help urgently!!",97.7
"Cyclone destroyed roof of my house, kids shivering 😢",91.6
"Basement completely filled with water, car doob gayi 😭 #Floods",78.0
"@IndianNavalTroops. Another ship has arrived in Puri, hope full strength 🙏",22.1
"High waves hitting the shore, fishermen in danger 🚤🌊",58.5
"No food, no drinking water since yesterday, stranded in Cuttack flood",86.3
"Power cut in whole area due to cyclone, scary night 😰",78.7
"Just another day, stuck in traffic due to rain 😒",81.8
Rainy vibes with chai ☕ but roads full of water 🤦,25.8
"Beach closed due to high tide, lifeguards warning tourists ⚠️",59.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.1
"Can't believe the size of these waves, never seen like this before",75.9
Rainy vibes with chai ☕ but roads full of water 🤦,10.3
"Can't go outside, roads blocked due to heavy rain in Thiruvananthapuram. Anyone else stuck?",84.5
"Power cut in whole area due to cyclone, scary night 😰",53.9
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",10.5
"Evacuated residents returning, fearing re-entry 😭",75.4
"Beach closed due to high tide, lifeguards warning tourists ⚠️",79.2
Lol people swimming on road again 🌧️,17.9
"Beach closed due to high tide, lifeguards warning tourists ⚠️",35.2
"Seashore flooding slowly, people moving inland",45.9
"High waves hitting the shore, fishermen in danger 🚤🌊",65.0
"Bhaikal se baarish ho rahi hai, koi madad nahi aayi abhi tak 😡",79.5
"Mumbai rains again lol, bas abhi to office chhod do 😂🌧️",20.1
Rainy vibes with chai ☕ but roads full of water 🤦,11.1
"Can't believe the size of these waves, neverseenlikebefore",59.4
"Storm surge is breaking the wall, sea water entering colony in Chennai",61.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",50.4
"Storm surge is breaking the wall, sea water entering colony in Kolkata",62.0
"Heavy rain again, classic Mumbai monsoon 😂",25.9
"Cyclone winds are too strong, trees falling everywhere 🌪️ #CycloneAlert",76.4
Sunny vibes with chai ☕ but roads full of water 🤦,21.5
"My house is completely flooded, water till knee level 😭 #FloodAlert",54.5
Kadal la periya alai varuthu (big waves at sea) 🌊 stay safe#TamilNadu,32.3
"High waves hitting the shore, fishermen in danger 🚤🌊",70.8
"My house is completely flooded, water till knee level 😭 #FloodAlert",50.9
